name,Adduct,mz,Polarity,FullName
Coproporphyrin I,[M+HCO2]-,699.26719,negative,Coproporphyrin I_[M+HCO2]-
Myo-inositol hexakisphosphate (Phytic acid),[M+HCO2]-,704.85961,negative,Myo-inositol hexakisphosphate (Phytic acid)_[M+HCO2]-
Nicotinamide adenine dinucleotide (NAD),[M+HCO2]-,708.10735,negative,Nicotinamide adenine dinucleotide (NAD)_[M+HCO2]-
Nicotinic acid adenine dinucleotide (NAAD),[M+HCO2]-,709.09137,negative,Nicotinic acid adenine dinucleotide (NAAD)_[M+HCO2]-
Reduced nicotinamide adenine dinucleotide (NADH),[M+HCO2]-,710.123,negative,Reduced nicotinamide adenine dinucleotide (NADH)_[M+HCO2]-
Glycogen,[M+HCO2]-,711.22008,negative,Glycogen_[M+HCO2]-
Stachyose,[M+HCO2]-,711.22008,negative,Stachyose_[M+HCO2]-
Dephosphocoenzyme A (Dephospho-CoA),[M+HCO2]-,732.14711,negative,Dephosphocoenzyme A (Dephospho-CoA)_[M+HCO2]-
"1,2-Distearoyl-sn-glycerol 3-phosphate",[M+HCO2]-,749.53383,negative,"1,2-Distearoyl-sn-glycerol 3-phosphate_[M+HCO2]-"
Sphingomyelin (d18:1/18:0),[M+HCO2]-,775.5971,negative,Sphingomyelin (d18:1/18:0)_[M+HCO2]-
PC(16:0/16:0),[M+HCO2]-,778.56038,negative,PC(16:0/16:0)_[M+HCO2]-
Nicotinamide adenine dinucleotide phosphate (NADP),[M+HCO2]-,788.07368,negative,Nicotinamide adenine dinucleotide phosphate (NADP)_[M+HCO2]-
Reduced nicotinamide adenine dinucleotide phosphate (NADPH),[M+HCO2]-,790.08933,negative,Reduced nicotinamide adenine dinucleotide phosphate (NADPH)_[M+HCO2]-
Phosphatidylethanolamine,[M+HCO2]-,792.57603,negative,Phosphatidylethanolamine_[M+HCO2]-
2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine(PC(16:0/18:1(9Z))),[M+HCO2]-,804.57603,negative,2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine(PC(16:0/18:1(9Z)))_[M+HCO2]-
Coenzyme A (CoA),[M+HCO2]-,812.11344,negative,Coenzyme A (CoA)_[M+HCO2]-
L-Thyroxine,[M+HCO2]-,821.68494,negative,L-Thyroxine_[M+HCO2]-
Flavin adenine dinucleotide (FAD),[M+HCO2]-,830.15536,negative,Flavin adenine dinucleotide (FAD)_[M+HCO2]-
1-Stearoyl-2-oleoyl-sn-glycerol 3-phosphocholine (SOPC),[M+HCO2]-,832.60733,negative,1-Stearoyl-2-oleoyl-sn-glycerol 3-phosphocholine (SOPC)_[M+HCO2]-
Acetyl coenzyme A (Acetyl-CoA),[M+HCO2]-,854.124,negative,Acetyl coenzyme A (Acetyl-CoA)_[M+HCO2]-
Propionyl coenzyme A (Propionyl-CoA),[M+HCO2]-,868.13965,negative,Propionyl coenzyme A (Propionyl-CoA)_[M+HCO2]-
Uroporphyrin I,[M+HCO2]-,875.22651,negative,Uroporphyrin I_[M+HCO2]-
"P1,P4-Diadenosine 5'-tetraphosphate",[M+HCO2]-,881.0465,negative,"P1,P4-Diadenosine 5'-tetraphosphate_[M+HCO2]-"
Butyryl-coenzyme A (Butyryl-CoA),[M+HCO2]-,882.1553,negative,Butyryl-coenzyme A (Butyryl-CoA)_[M+HCO2]-
Isobutyryl-CoA,[M+HCO2]-,882.1553,negative,Isobutyryl-CoA_[M+HCO2]-
Acetoacetyl coenzyme A (Acetoacetyl-CoA),[M+HCO2]-,896.13457,negative,Acetoacetyl coenzyme A (Acetoacetyl-CoA)_[M+HCO2]-
3-Methylbutanoyl-CoA,[M+HCO2]-,896.17095,negative,3-Methylbutanoyl-CoA_[M+HCO2]-
Malonyl coenzyme A (Malonyl-CoA),[M+HCO2]-,898.11383,negative,Malonyl coenzyme A (Malonyl-CoA)_[M+HCO2]-
(R)-3-Hydroxybutanoyl-CoA,[M+HCO2]-,898.15022,negative,(R)-3-Hydroxybutanoyl-CoA_[M+HCO2]-
Ubiquinone-10 (Coenzyme Q10),[M+HCO2]-,907.68213,negative,Ubiquinone-10 (Coenzyme Q10)_[M+HCO2]-
phosphatidylinositol,[M+HCO2]-,911.58665,negative,phosphatidylinositol_[M+HCO2]-
Succinyl coenzyme A (Succinyl-CoA),[M+HCO2]-,912.12948,negative,Succinyl coenzyme A (Succinyl-CoA)_[M+HCO2]-
Diguanosine tetraphosphate,[M+HCO2]-,913.03633,negative,Diguanosine tetraphosphate_[M+HCO2]-
Glutaryl-CoA,[M+HCO2]-,926.14513,negative,Glutaryl-CoA_[M+HCO2]-
Octanoyl-CoA,[M+HCO2]-,938.2179,negative,Octanoyl-CoA_[M+HCO2]-
DL-3-hydroxy-3-methylglutaryl-CoA (HMG CoA),[M+HCO2]-,956.1557,negative,DL-3-hydroxy-3-methylglutaryl-CoA (HMG CoA)_[M+HCO2]-
Decanoyl-CoA,[M+HCO2]-,966.2492,negative,Decanoyl-CoA_[M+HCO2]-
Lauroyl-CoA,[M+HCO2]-,994.2805,negative,Lauroyl-CoA_[M+HCO2]-
Myristoyl-coenzyme A,[M+HCO2]-,1022.3118,negative,Myristoyl-coenzyme A_[M+HCO2]-
Palmitoyl CoA,[M+HCO2]-,1050.3431,negative,Palmitoyl CoA_[M+HCO2]-
Oxytocin,[M+HCO2]-,1051.43468,negative,Oxytocin_[M+HCO2]-
Linoleoyl-CoA,[M+HCO2]-,1074.3431,negative,Linoleoyl-CoA_[M+HCO2]-
Oleoyl-CoA,[M+HCO2]-,1076.35875,negative,Oleoyl-CoA_[M+HCO2]-
Stearoyl-CoA,[M+HCO2]-,1078.3744,negative,Stearoyl-CoA_[M+HCO2]-
Acetaldehyde,[M-H]-,43.0189454,negative,Acetaldehyde_[M-H]-
Urea,[M-H]-,59.0250854,negative,Urea_[M-H]-
Ethanolamine,[M-H]-,60.0454854,negative,Ethanolamine_[M-H]-
Imidazole,[M-H]-,67.0301754,negative,Imidazole_[M-H]-
Propynoic acid,[M-H]-,68.9982054,negative,Propynoic acid_[M-H]-
Pyruvaldehyde,[M-H]-,71.0138554,negative,Pyruvaldehyde_[M-H]-
Methylguanidine,[M-H]-,72.0567254,negative,Methylguanidine_[M-H]-
Glyoxylate,[M-H]-,72.9931154,negative,Glyoxylate_[M-H]-
Hydroxyacetone,[M-H]-,73.0295054,negative,Hydroxyacetone_[M-H]-
Propionic acid,[M-H]-,73.0295054,negative,Propionic acid_[M-H]-
L-Lactaldehyde,[M-H]-,73.0712254,negative,L-Lactaldehyde_[M-H]-
"1,3-Diaminopropane",[M-H]-,73.0771254,negative,"1,3-Diaminopropane_[M-H]-"
Glycine,[M-H]-,74.0247554,negative,Glycine_[M-H]-
Glycolate,[M-H]-,75.0087754,negative,Glycolate_[M-H]-
Propylene glycol,[M-H]-,75.0451554,negative,Propylene glycol_[M-H]-
Cysteamine,[M-H]-,76.0226454,negative,Cysteamine_[M-H]-
3-Butynoic acid,[M-H]-,83.0138554,negative,3-Butynoic acid_[M-H]-
Diacetyl,[M-H]-,85.0295054,negative,Diacetyl_[M-H]-
Pyruvate,[M-H]-,87.0087754,negative,Pyruvate_[M-H]-
Acetoin,[M-H]-,87.0451554,negative,Acetoin_[M-H]-
Butanoic acid,[M-H]-,87.0451554,negative,Butanoic acid_[M-H]-
Putrescine,[M-H]-,87.0927754,negative,Putrescine_[M-H]-
Beta-Alanine,[M-H]-,88.0404054,negative,Beta-Alanine_[M-H]-
Sarcosine,[M-H]-,88.0404054,negative,Sarcosine_[M-H]-
L-Alanine,[M-H]-,88.0404054,negative,L-Alanine_[M-H]-
Oxalate,[M-H]-,88.9880354,negative,Oxalate_[M-H]-
3-Hydroxypropionic acid (beta-lactic acid),[M-H]-,89.0244154,negative,3-Hydroxypropionic acid (beta-lactic acid)_[M-H]-
Dihydroxyacetone,[M-H]-,89.0244154,negative,Dihydroxyacetone_[M-H]-
DL-lactate,[M-H]-,89.0244154,negative,DL-lactate_[M-H]-
Glyceraldehyde,[M-H]-,89.0244154,negative,Glyceraldehyde_[M-H]-
Glycerol,[M-H]-,91.0400754,negative,Glycerol_[M-H]-
Phenol,[M-H]-,93.0345954,negative,Phenol_[M-H]-
2-Aminopyrazine,[M-H]-,94.0410754,negative,2-Aminopyrazine_[M-H]-
3-Hexanone,[M-H]-,99.0815354,negative,3-Hexanone_[M-H]-
Betaine aldehyde,[M-H]-,100.0767854,negative,Betaine aldehyde_[M-H]-
2-Ketobutyric acid,[M-H]-,101.0244154,negative,2-Ketobutyric acid_[M-H]-
Acetoacetic acid,[M-H]-,101.0244154,negative,Acetoacetic acid_[M-H]-
Isovaleric acid,[M-H]-,101.0608054,negative,Isovaleric acid_[M-H]-
Valeric acid,[M-H]-,101.0608054,negative,Valeric acid_[M-H]-
Cadaverine,[M-H]-,101.1084254,negative,Cadaverine_[M-H]-
Dimethylglycine,[M-H]-,102.0560554,negative,Dimethylglycine_[M-H]-
(S)-2-aminobutyric acid,[M-H]-,102.0560554,negative,(S)-2-aminobutyric acid_[M-H]-
4-Aminobutyric acid,[M-H]-,102.0560554,negative,4-Aminobutyric acid_[M-H]-
bata-Hydroxypyruvic acid,[M-H]-,103.0036854,negative,bata-Hydroxypyruvic acid_[M-H]-
Malonic acid,[M-H]-,103.0036854,negative,Malonic acid_[M-H]-
DL-a-Hydroxybutyric acid,[M-H]-,103.0400754,negative,DL-a-Hydroxybutyric acid_[M-H]-
(R)-3-Hydroxybutyric acid,[M-H]-,103.0400754,negative,(R)-3-Hydroxybutyric acid_[M-H]-
DL-3-Hydroxybutyric acid,[M-H]-,103.0400754,negative,DL-3-Hydroxybutyric acid_[M-H]-
beta-Hydroxybutyrate,[M-H]-,103.0400754,negative,beta-Hydroxybutyrate_[M-H]-
Choline,[M-H]-,103.1002654,negative,Choline_[M-H]-
DL-Serine,[M-H]-,104.0353154,negative,DL-Serine_[M-H]-
L-Serine,[M-H]-,104.0353154,negative,L-Serine_[M-H]-
Glyceric acid,[M-H]-,105.0193354,negative,Glyceric acid_[M-H]-
Quinone,[M-H]-,107.0138554,negative,Quinone_[M-H]-
Hypotaurine,[M-H]-,108.0124754,negative,Hypotaurine_[M-H]-
"1,4-Dihydroxybenzene",[M-H]-,109.0295054,negative,"1,4-Dihydroxybenzene_[M-H]-"
Pyrocatechol,[M-H]-,109.0295054,negative,Pyrocatechol_[M-H]-
Pyrrole-2-carboxylic acid,[M-H]-,110.0247554,negative,Pyrrole-2-carboxylic acid_[M-H]-
Cytosine,[M-H]-,110.0359854,negative,Cytosine_[M-H]-
Histamine,[M-H]-,110.0723754,negative,Histamine_[M-H]-
2-Furoic acid,[M-H]-,111.0087754,negative,2-Furoic acid_[M-H]-
Uracil,[M-H]-,111.0200054,negative,Uracil_[M-H]-
Creatinine,[M-H]-,112.0516354,negative,Creatinine_[M-H]-
Dihydrouracil,[M-H]-,113.0356554,negative,Dihydrouracil_[M-H]-
D-Proline,[M-H]-,114.0560554,negative,D-Proline_[M-H]-
L-Proline,[M-H]-,114.0560554,negative,L-Proline_[M-H]-
Fumarate,[M-H]-,115.0036854,negative,Fumarate_[M-H]-
Maleic acid,[M-H]-,115.0036854,negative,Maleic acid_[M-H]-
Levulinic acid,[M-H]-,115.0400754,negative,Levulinic acid_[M-H]-
Alpha-ketoisovaleric acid,[M-H]-,115.0400754,negative,Alpha-ketoisovaleric acid_[M-H]-
Isocaproic acid,[M-H]-,115.0764554,negative,Isocaproic acid_[M-H]-
Caproic acid,[M-H]-,115.0764554,negative,Caproic acid_[M-H]-
Acetylglycine,[M-H]-,116.0353154,negative,Acetylglycine_[M-H]-
Guanidoacetic acid,[M-H]-,116.0465554,negative,Guanidoacetic acid_[M-H]-
Indole,[M-H]-,116.0505754,negative,Indole_[M-H]-
Betaine,[M-H]-,116.0717054,negative,Betaine_[M-H]-
L-Valine,[M-H]-,116.0717054,negative,L-Valine_[M-H]-
5-Aminopentanoic acid,[M-H]-,116.0717054,negative,5-Aminopentanoic acid_[M-H]-
Succinate,[M-H]-,117.0193354,negative,Succinate_[M-H]-
Methylmalonic acid,[M-H]-,117.0193354,negative,Methylmalonic acid_[M-H]-
2-Methyl-3-hydroxybutyric acid,[M-H]-,117.0557254,negative,2-Methyl-3-hydroxybutyric acid_[M-H]-
3-Hydroxyisovaleric acid,[M-H]-,117.0557254,negative,3-Hydroxyisovaleric acid_[M-H]-
2-Hydroxy-3-methylbutyric acid,[M-H]-,117.0557254,negative,2-Hydroxy-3-methylbutyric acid_[M-H]-
L-Threonine,[M-H]-,118.0509654,negative,L-Threonine_[M-H]-
L-homoserine,[M-H]-,118.0509654,negative,L-homoserine_[M-H]-
3-Mercaptopyruvic acid,[M-H]-,118.9808454,negative,3-Mercaptopyruvic acid_[M-H]-
3-Methylthiopropionate,[M-H]-,119.0172254,negative,3-Methylthiopropionate_[M-H]-
Purine,[M-H]-,119.0363254,negative,Purine_[M-H]-
L-Cysteine,[M-H]-,120.0124754,negative,L-Cysteine_[M-H]-
Benzoic acid,[M-H]-,121.0295054,negative,Benzoic acid_[M-H]-
Nicotinamide,[M-H]-,121.0407354,negative,Nicotinamide_[M-H]-
Erythritol,[M-H]-,121.0506354,negative,Erythritol_[M-H]-
D-Threitol,[M-H]-,121.0506354,negative,D-Threitol_[M-H]-
Nicotinate,[M-H]-,122.0247554,negative,Nicotinate_[M-H]-
Taurine,[M-H]-,124.0073954,negative,Taurine_[M-H]-
Ciliatine,[M-H]-,124.0169054,negative,Ciliatine_[M-H]-
1-Methylhistamine,[M-H]-,124.0880254,negative,1-Methylhistamine_[M-H]-
3-Methylhistamine,[M-H]-,124.0880254,negative,3-Methylhistamine_[M-H]-
Thymine,[M-H]-,125.0356554,negative,Thymine_[M-H]-
Imidazoleacetic acid,[M-H]-,125.0356554,negative,Imidazoleacetic acid_[M-H]-
5-Amino-4-carbamoylimidazole (AICA),[M-H]-,125.0468854,negative,5-Amino-4-carbamoylimidazole (AICA)_[M-H]-
Barbituric acid,[M-H]-,127.0149154,negative,Barbituric acid_[M-H]-
Dihydrothymine,[M-H]-,127.0513054,negative,Dihydrothymine_[M-H]-
Naphthalene,[M-H]-,127.0553254,negative,Naphthalene_[M-H]-
L-Pyroglutamic acid,[M-H]-,128.0353154,negative,L-Pyroglutamic acid_[M-H]-
L-Pipecolic acid,[M-H]-,128.0717054,negative,L-Pipecolic acid_[M-H]-
Mesaconic acid,[M-H]-,129.0193354,negative,Mesaconic acid_[M-H]-
Citraconic acid,[M-H]-,129.0193354,negative,Citraconic acid_[M-H]-
Glutaconic acid,[M-H]-,129.0193354,negative,Glutaconic acid_[M-H]-
alpha-Ketocaproic acid,[M-H]-,129.0557254,negative,alpha-Ketocaproic acid_[M-H]-
3-Methyl-2-oxopentanoate,[M-H]-,129.0557254,negative,3-Methyl-2-oxopentanoate_[M-H]-
Ketoleucine,[M-H]-,129.0557254,negative,Ketoleucine_[M-H]-
ketoisocaproic acid,[M-H]-,129.0557254,negative,ketoisocaproic acid_[M-H]-
N-Acetylputrescine,[M-H]-,129.1033354,negative,N-Acetylputrescine_[M-H]-
Agmatine,[M-H]-,129.1145754,negative,Agmatine_[M-H]-
5-Aminolevulinic acid,[M-H]-,130.0509654,negative,5-Aminolevulinic acid_[M-H]-
Hydroxyproline,[M-H]-,130.0509654,negative,Hydroxyproline_[M-H]-
N-Acetyl-L-alanine,[M-H]-,130.0509654,negative,N-Acetyl-L-alanine_[M-H]-
cis-4-Hydroxy-D-proline,[M-H]-,130.0509654,negative,cis-4-Hydroxy-D-proline_[M-H]-
Propionylglycine,[M-H]-,130.0509654,negative,Propionylglycine_[M-H]-
Creatine,[M-H]-,130.0622054,negative,Creatine_[M-H]-
L-Leucine,[M-H]-,130.0873554,negative,L-Leucine_[M-H]-
L-Isoleucine,[M-H]-,130.0873554,negative,L-Isoleucine_[M-H]-
L-Norleucine,[M-H]-,130.0873554,negative,L-Norleucine_[M-H]-
N-Acetyl-beta-alanine,[M-H]-,130.1226254,negative,N-Acetyl-beta-alanine_[M-H]-
Oxaloacetate,[M-H]-,130.9986054,negative,Oxaloacetate_[M-H]-
Glutaric acid,[M-H]-,131.0349854,negative,Glutaric acid_[M-H]-
Ethylmalonic acid,[M-H]-,131.0349854,negative,Ethylmalonic acid_[M-H]-
L-Asparagine,[M-H]-,131.0462154,negative,L-Asparagine_[M-H]-
3-Ureidopropionate,[M-H]-,131.0462154,negative,3-Ureidopropionate_[M-H]-
Hydroxyisocaproic acid,[M-H]-,131.0713654,negative,Hydroxyisocaproic acid_[M-H]-
5-Hydroxyhexanoic acid,[M-H]-,131.0713654,negative,5-Hydroxyhexanoic acid_[M-H]-
2-Ethyl-2-Hydroxybutyric acid,[M-H]-,131.0713654,negative,2-Ethyl-2-Hydroxybutyric acid_[M-H]-
Ornithine,[M-H]-,131.0826054,negative,Ornithine_[M-H]-
D-Ornithine,[M-H]-,131.0826054,negative,D-Ornithine_[M-H]-
L-Aspartate,[M-H]-,132.0302354,negative,L-Aspartate_[M-H]-
D-Aspartic acid,[M-H]-,132.0302354,negative,D-Aspartic acid_[M-H]-
Mandelonitrile,[M-H]-,132.0454854,negative,Mandelonitrile_[M-H]-
L-Malic acid,[M-H]-,133.0142454,negative,L-Malic acid_[M-H]-
2'-Deoxy-D-ribose,[M-H]-,133.0506354,negative,2'-Deoxy-D-ribose_[M-H]-
L-Homocysteine,[M-H]-,134.0281254,negative,L-Homocysteine_[M-H]-
DL-Homocysteine,[M-H]-,134.0281254,negative,DL-Homocysteine_[M-H]-
S-Methyl-L-cysteine,[M-H]-,134.0281254,negative,S-Methyl-L-cysteine_[M-H]-
Adenine,[M-H]-,134.0472254,negative,Adenine_[M-H]-
N-Phenylacetamide,[M-H]-,134.0611354,negative,N-Phenylacetamide_[M-H]-
L-Threonate,[M-H]-,135.0298954,negative,L-Threonate_[M-H]-
Hypoxanthine,[M-H]-,135.0312354,negative,Hypoxanthine_[M-H]-
4-Aminobenzoate,[M-H]-,136.0404054,negative,4-Aminobenzoate_[M-H]-
Anthranilic acid (Vitamin L1),[M-H]-,136.0404054,negative,Anthranilic acid (Vitamin L1)_[M-H]-
1-Methylnicotinamide,[M-H]-,136.0642154,negative,1-Methylnicotinamide_[M-H]-
Tyramine,[M-H]-,136.0767854,negative,Tyramine_[M-H]-
Trigonelline,[M-H]-,136.1287254,negative,Trigonelline_[M-H]-
4-Hydroxybenzoate,[M-H]-,137.0244254,negative,4-Hydroxybenzoate_[M-H]-
Gentisaldehyde,[M-H]-,137.0244254,negative,Gentisaldehyde_[M-H]-
Salicylic acid,[M-H]-,137.0244254,negative,Salicylic acid_[M-H]-
3-Hydroxybenzoate,[M-H]-,137.0244254,negative,3-Hydroxybenzoate_[M-H]-
Urocanic acid,[M-H]-,137.0356554,negative,Urocanic acid_[M-H]-
6-Hydroxynicotinic acid,[M-H]-,138.0196654,negative,6-Hydroxynicotinic acid_[M-H]-
Acetyl phosphate,[M-H]-,138.9801854,negative,Acetyl phosphate_[M-H]-
O-Phosphoethanolamine,[M-H]-,140.0118254,negative,O-Phosphoethanolamine_[M-H]-
L-Histidinol,[M-H]-,140.0829354,negative,L-Histidinol_[M-H]-
5-Hydroxymethyluracil,[M-H]-,141.0305654,negative,5-Hydroxymethyluracil_[M-H]-
trans-2-Octenoic acid,[M-H]-,141.0921054,negative,trans-2-Octenoic acid_[M-H]-
Caprylic acid,[M-H]-,143.1077554,negative,Caprylic acid_[M-H]-
N-Acetylcadaverine,[M-H]-,143.1189854,negative,N-Acetylcadaverine_[M-H]-
Isobutyrylglycine,[M-H]-,144.0666154,negative,Isobutyrylglycine_[M-H]-
4-Guanidinobutyric acid,[M-H]-,144.0778554,negative,4-Guanidinobutyric acid_[M-H]-
Acetylcholine,[M-H]-,144.1030054,negative,Acetylcholine_[M-H]-
Allysine,[M-H]-,144.1491254,negative,Allysine_[M-H]-
Spermidine,[M-H]-,144.1506254,negative,Spermidine_[M-H]-
alpha-ketoglutarate,[M-H]-,145.0142454,negative,alpha-ketoglutarate_[M-H]-
Phenylpropiolic acid,[M-H]-,145.0295054,negative,Phenylpropiolic acid_[M-H]-
3-Methylglutaric acid,[M-H]-,145.0506354,negative,3-Methylglutaric acid_[M-H]-
Adipic acid,[M-H]-,145.0506354,negative,Adipic acid_[M-H]-
2-Methylglutaric acid,[M-H]-,145.0506354,negative,2-Methylglutaric acid_[M-H]-
Monomethyl glutaric acid,[M-H]-,145.0506354,negative,Monomethyl glutaric acid_[M-H]-
L-Glutamine,[M-H]-,145.0618654,negative,L-Glutamine_[M-H]-
Dimethylbenzimidazole,[M-H]-,145.0771254,negative,Dimethylbenzimidazole_[M-H]-
Butyl lactate,[M-H]-,145.0870154,negative,Butyl lactate_[M-H]-
L-Lysine,[M-H]-,145.0982554,negative,L-Lysine_[M-H]-
O-Acetyl-L-serine,[M-H]-,146.0458854,negative,O-Acetyl-L-serine_[M-H]-
L-Glutamate,[M-H]-,146.0458854,negative,L-Glutamate_[M-H]-
(S)-2-Hydroxyglutarate,[M-H]-,147.0298954,negative,(S)-2-Hydroxyglutarate_[M-H]-
Citramalic acid,[M-H]-,147.0298954,negative,Citramalic acid_[M-H]-
trans-cinnamate,[M-H]-,147.0451554,negative,trans-cinnamate_[M-H]-
Dihydroxyfumarate,[M-H]-,147.0637254,negative,Dihydroxyfumarate_[M-H]-
Mevalonic acid,[M-H]-,147.0662854,negative,Mevalonic acid_[M-H]-
"L-Arabinono-1,4-lactone",[M-H]-,147.1067254,negative,"L-Arabinono-1,4-lactone_[M-H]-"
L-Methionine,[M-H]-,148.0437754,negative,L-Methionine_[M-H]-
3-Methyladenine,[M-H]-,148.1460254,negative,3-Methyladenine_[M-H]-
Tartaric acid,[M-H]-,149.0091654,negative,Tartaric acid_[M-H]-
meso-Tartaric acid,[M-H]-,149.0091654,negative,meso-Tartaric acid_[M-H]-
D-Ribose,[M-H]-,149.0455554,negative,D-Ribose_[M-H]-
D-Xylulose,[M-H]-,149.0455554,negative,D-Xylulose_[M-H]-
D-Xylose,[M-H]-,149.0455554,negative,D-Xylose_[M-H]-
L-Arabinose,[M-H]-,149.0455554,negative,L-Arabinose_[M-H]-
D-Lyxose,[M-H]-,149.0455554,negative,D-Lyxose_[M-H]-
3-Methylphenylacetic acid,[M-H]-,149.0608054,negative,3-Methylphenylacetic acid_[M-H]-
3-Phenylpropanoic acid,[M-H]-,149.0608054,negative,3-Phenylpropanoic acid_[M-H]-
2-Hydroxyadenine,[M-H]-,150.0421354,negative,2-Hydroxyadenine_[M-H]-
Xanthine,[M-H]-,151.0261554,negative,Xanthine_[M-H]-
Oxypurinol,[M-H]-,151.0261554,negative,Oxypurinol_[M-H]-
Vanillin,[M-H]-,151.0400754,negative,Vanillin_[M-H]-
2-Hydroxyphenylacetic acid,[M-H]-,151.0400754,negative,2-Hydroxyphenylacetic acid_[M-H]-
p-Hydroxyphenylacetic acid,[M-H]-,151.0400754,negative,p-Hydroxyphenylacetic acid_[M-H]-
DL-Mandelic acid,[M-H]-,151.0400754,negative,DL-Mandelic acid_[M-H]-
3-Hydroxyphenylacetic acid,[M-H]-,151.0400754,negative,3-Hydroxyphenylacetic acid_[M-H]-
N1-Methyl-2-pyridone-5-carboxamide,[M-H]-,151.0513054,negative,N1-Methyl-2-pyridone-5-carboxamide_[M-H]-
Ribitol,[M-H]-,151.0612054,negative,Ribitol_[M-H]-
D-Arabitol,[M-H]-,151.0612054,negative,D-Arabitol_[M-H]-
Xylitol,[M-H]-,151.0612054,negative,Xylitol_[M-H]-
Camphor,[M-H]-,151.1128354,negative,Camphor_[M-H]-
L-Arabitol,[M-H]-,151.1385254,negative,L-Arabitol_[M-H]-
N1-Methyl-4-pyridone-3-carboxamide,[M-H]-,151.1433254,negative,N1-Methyl-4-pyridone-3-carboxamide_[M-H]-
L-Cysteinesulfinic acid,[M-H]-,152.0023054,negative,L-Cysteinesulfinic acid_[M-H]-
3-Hydroxyanthranilic acid,[M-H]-,152.0353154,negative,3-Hydroxyanthranilic acid_[M-H]-
3-Aminosalicylic acid,[M-H]-,152.0353154,negative,3-Aminosalicylic acid_[M-H]-
Dopamine,[M-H]-,152.0717054,negative,Dopamine_[M-H]-
Dithiothreitol (DTT),[M-H]-,153.0049454,negative,Dithiothreitol (DTT)_[M-H]-
"3,4-Dihydroxybenzoate (Protocatechuic acid)",[M-H]-,153.0193354,negative,"3,4-Dihydroxybenzoate (Protocatechuic acid)_[M-H]-"
"2,3-Dihydroxybenzoic acid",[M-H]-,153.0193354,negative,"2,3-Dihydroxybenzoic acid_[M-H]-"
Gentisic acid,[M-H]-,153.0193354,negative,Gentisic acid_[M-H]-
L-Histidine,[M-H]-,154.0622054,negative,L-Histidine_[M-H]-
Orotate,[M-H]-,155.0098354,negative,Orotate_[M-H]-
Phosphoglycolic acid,[M-H]-,155.0240254,negative,Phosphoglycolic acid_[M-H]-
L-Menthol,[M-H]-,155.1441354,negative,L-Menthol_[M-H]-
L-dihydroorotate,[M-H]-,157.0254854,negative,L-dihydroorotate_[M-H]-
Allantoin,[M-H]-,157.0367154,negative,Allantoin_[M-H]-
Pelargonic acid,[M-H]-,157.1234054,negative,Pelargonic acid_[M-H]-
CITIOLONE,[M-H]-,158.0281254,negative,CITIOLONE_[M-H]-
Isovalerylglycine,[M-H]-,158.0822654,negative,Isovalerylglycine_[M-H]-
DL-2-Aminooctanoic acid,[M-H]-,158.1186554,negative,DL-2-Aminooctanoic acid_[M-H]-
n-Octanamide,[M-H]-,158.1186554,negative,n-Octanamide_[M-H]-
2-Oxoadipic acid,[M-H]-,159.0298954,negative,2-Oxoadipic acid_[M-H]-
3-Methyladipic acid,[M-H]-,159.0662854,negative,3-Methyladipic acid_[M-H]-
Pimelic acid,[M-H]-,159.0662854,negative,Pimelic acid_[M-H]-
D-Alanyl-D-alanine (D-Ala-D-Ala),[M-H]-,159.0775154,negative,D-Alanyl-D-alanine (D-Ala-D-Ala)_[M-H]-
Tryptamine,[M-H]-,159.0927754,negative,Tryptamine_[M-H]-
N6-Methyl-L-lysine,[M-H]-,159.1139054,negative,N6-Methyl-L-lysine_[M-H]-
Indole-3-carboxylic acid,[M-H]-,160.0404054,negative,Indole-3-carboxylic acid_[M-H]-
DL-2-Aminoadipic acid,[M-H]-,160.0615354,negative,DL-2-Aminoadipic acid_[M-H]-
L-Carnitine,[M-H]-,160.0979154,negative,L-Carnitine_[M-H]-
Tryptophol,[M-H]-,160.1931254,negative,Tryptophol_[M-H]-
DL-4-Hydroxy-2-ketoglutarate,[M-H]-,161.0091654,negative,DL-4-Hydroxy-2-ketoglutarate_[M-H]-
3-Hydorxy-3-methylglutaric acid,[M-H]-,161.0455554,negative,3-Hydorxy-3-methylglutaric acid_[M-H]-
5-Hydroxy-L-lysine,[M-H]-,161.0931654,negative,5-Hydroxy-L-lysine_[M-H]-
Nicotine,[M-H]-,161.2243254,negative,Nicotine_[M-H]-
Acetylcysteine,[M-H]-,162.0230454,negative,Acetylcysteine_[M-H]-
Tiopronin,[M-H]-,162.0230454,negative,Tiopronin_[M-H]-
L-Erythro-4-Hydroxyglutamic acid,[M-H]-,162.0407954,negative,L-Erythro-4-Hydroxyglutamic acid_[M-H]-
Phenylpyruvate,[M-H]-,163.0400754,negative,Phenylpyruvate_[M-H]-
4-Hydroxycinnamic acid,[M-H]-,163.0400754,negative,4-Hydroxycinnamic acid_[M-H]-
trans-2-Hydroxycinnamic acid,[M-H]-,163.0400754,negative,trans-2-Hydroxycinnamic acid_[M-H]-
L-Fucose,[M-H]-,163.0612054,negative,L-Fucose_[M-H]-
L-Rhamnose,[M-H]-,163.0612054,negative,L-Rhamnose_[M-H]-
